"id","title","line","section","catalogStatus","uploadState","uploadLabel","hasImage","imageSrc","href"
"couple-hoodie-rhythm-upload","Rhythm Hoodie Upload","Couple","Couple","Uploadbereit","ready","Uploadbereit","true","/store-assets/variants/couple-front-two-hearts.png","/shop.html#couple-edition"
"unisex-polo-core-top","Core Polo Top Upload","Unisex","Unisex","Top Upload","ready","Uploadbereit","true","/store-assets/variants/dr-back-logo.png","/shop.html#unisex-drop"
"unisex-longsleeve-clean-upload","Clean Longsleeve Upload","Unisex","Unisex","Uploadbereit","ready","Uploadbereit","true","/store-assets/variants/mrs-front-signature.png","/shop.html#unisex-drop"
"accessory-gymbag-core-top","Core Gymbag Top Upload","Accessories","Accessoires","Top Upload","ready","Uploadbereit","true","/store-assets/variants/dr-back-logo.png","/shop.html#accessoires"
"accessory-cushion-couple-upload","Couple Cushion Upload","Accessories","Accessoires","Uploadbereit","ready","Uploadbereit","true","/store-assets/variants/couple-front-two-hearts.png","/shop.html#accessoires"
"accessory-notebook-nightline","Nightline Notebook","Accessories","Accessoires","Geplant","pending","Noch offen","true","/store-assets/variants/mrs-front-signature.png","/shop.html#accessoires"
"special-vip-pass-card","VIP Pass Card Set","Special Merch","Special","Special Drop","pending","Noch offen","true","/store-assets/variants/couple-front-verheiratet.png","/kontakt.html"
"special-metal-pin-duo","Duo Metal Pin Limited","Special Merch","Special","Konzept","pending","Noch offen","true","/store-assets/variants/dr-back-logo.png","/kontakt.html"
"special-lighter-afterhour","Afterhour Feuerzeug","Special Merch","Special","Special Drop","pending","Noch offen","true","/store-assets/variants/dr-back-logo.png","/kontakt.html"
"special-sunglasses-night","Nightdrive Sunglasses","Special Merch","Special","Konzept","pending","Noch offen","true","/store-assets/variants/couple-front-verheiratet.png","/kontakt.html"
"special-vinyl-slipmat","Dual Logo Slipmat Set","Special Merch","Special","Konzept","pending","Noch offen","true","/store-assets/variants/dr-back-logo.png","/kontakt.html"
"special-vinyl-bag","Nightdrive Vinyl Bag","Special Merch","Special","Special Drop","pending","Noch offen","true","/store-assets/variants/couple-front-two-hearts.png","/kontakt.html"
"special-event-passband","Event Passband Set","Special Merch","Special","Special Drop","pending","Noch offen","true","/store-assets/variants/couple-front-verheiratet.png","/kontakt.html"
"special-backstage-tag","Backstage Metal Tag","Special Merch","Special","Konzept","pending","Noch offen","true","/store-assets/variants/dr-back-logo.png","/kontakt.html"
