"id","bundleId","bundleType","title","line","section","status","priority","uploadState","imageKind","href","products","tags","issueCodes"
"dr-hoodie-mainstream","print-dr-hoodie-mainstream","print","Kein Mainstream. Hoodie","Dr. Gray","men","In Vorbereitung","P2","uploaded","local","https://www.shirtee.com/de/store/drgray-mrsdrgray/","Unisex Hoodie | Zip Hoodie | Oversize Shirt","Herren | Techno | Backprint",""
"accessory-cap-retro","accessory-accessory-cap-retro","accessory","Retro Duo Cap","Accessories","accessories","In Vorbereitung","P1","submitted","local","shop.html#accessoires","Retro Cap | Dad Cap | Snapback","Accessoire | Cap | Retro",""
"accessory-mug-mrs","sticker-accessory-mug-mrs","sticker","Mrs. Dr. Gray Mug","Accessories","accessories","Geplant","P3","submitted","local","shop.html#accessoires","Tasse | Sticker | Handyhülle","Accessoire | Gift | Mrs.",""
"accessory-bag-club","accessory-accessory-bag-club","accessory","Clubnight Bag","Accessories","accessories","Konzept","P3","submitted","local","shop.html#accessoires","Weekender | Tasche | Stoffbeutel","Accessoire | Bag | Nightlife",""
"accessory-beanie-dark","accessory-accessory-beanie-dark","accessory","Darkline Beanie","Accessories","accessories","Geplant","P3","submitted","local","shop.html#accessoires","Beanie | Fischermütze | Winter Cap","Accessoire | Beanie | Winter",""
"accessory-phonecase-duo","sticker-accessory-phonecase-duo","sticker","Duo Phone Case","Accessories","accessories","Konzept","P3","submitted","local","shop.html#accessoires","Handyhülle | Sticker Pack | Mini Gift","Accessoire | Phone Case | Gift",""
"accessory-poster-set","print-accessory-poster-set","print","Poster & Print Set","Accessories","accessories","Konzept","P3","submitted","local","shop.html#accessoires","Poster | Art Print | Canvas","Accessoire | Poster | Visual",""
"accessory-rainline-poster","accessory-accessory-rainline-poster","accessory","Rainline Poster Drop","Accessories","accessories","In Vorbereitung","P1","submitted","local","shop.html#accessoires","Poster | Artcard | Signed Print","Accessoire | Poster | Limited",""
"accessory-gymbag-pressure","accessory-accessory-gymbag-pressure","accessory","Pressure Gym Bag","Accessories","accessories","Geplant","P3","submitted","local","shop.html#accessoires","Gym Bag | Drawstring Bag | Mini Weekender","Accessoire | Bag | Utility",""
"accessory-lanyard-nightpass","accessory-accessory-lanyard-nightpass","accessory","Nightpass Lanyard","Accessories","accessories","Konzept","P3","submitted","local","shop.html#accessoires","Lanyard | Key Strap | Pass Holder","Accessoire | Lanyard | Event",""
"accessory-sticker-nightcode","sticker-accessory-sticker-nightcode","sticker","Nightcode Sticker Pack","Accessories","accessories","Geplant","P3","submitted","local","shop.html#accessoires","Sticker Pack | Mini Print Set | Promo Bundle","Accessoire | Sticker | Bundle",""
"accessory-pinset-couple","accessory-accessory-pinset-couple","accessory","Couple Pin Set","Accessories","accessories","Konzept","P3","submitted","local","shop.html#accessoires","Pin Set | Badge Set | Collector Pack","Accessoire | Pin | Couple",""
"accessory-tote-nightline","accessory-accessory-tote-nightline","accessory","Nightline Tote","Accessories","accessories","Geplant","P3","submitted","local","shop.html#accessoires","Tote Bag | Canvas Tote | Daily Bag","Accessoire | Tote | Daily",""
"accessory-cap-duallogo","accessory-accessory-cap-duallogo","accessory","Dual Logo Snap Cap","Accessories","accessories","In Vorbereitung","P2","submitted","local","shop.html#accessoires","Snapback | Dad Cap | Retro Cap","Accessoire | Cap | Dual",""
"accessory-mug-couplepulse","bundle-accessory-mug-couplepulse","bundle","Couple Pulse Mug Set","Accessories","accessories","Geplant","P3","submitted","local","shop.html#accessoires","Mug | Duo Mug Set | Gift Bundle","Accessoire | Mug | Couple",""
"accessory-poster-citygrid","accessory-accessory-poster-citygrid","accessory","City Grid Poster","Accessories","accessories","Konzept","P3","submitted","local","shop.html#accessoires","Poster | Art Print | Canvas Print","Accessoire | Poster | Visual",""
"accessory-tote-ready","accessory-accessory-tote-ready","accessory","Core Tote Ready","Accessories","accessories","Uploadbereit","P1","submitted","local","shop.html#accessoires","Tote Bag | Organic Tote | Canvas Tote","Accessoire | Shirtee Ready | Tote",""
"accessory-mug-ready","accessory-accessory-mug-ready","accessory","Core Mug Ready","Accessories","accessories","Uploadbereit","P1","submitted","local","shop.html#accessoires","Mug | Enamel Mug | Gift Set","Accessoire | Shirtee Ready | Mug",""
"accessory-poster-ready","accessory-accessory-poster-ready","accessory","Night Poster Ready","Accessories","accessories","Uploadbereit","P1","submitted","local","shop.html#accessoires","Poster | Art Print | Canvas Print","Accessoire | Shirtee Ready | Poster",""
"accessory-tote-top","accessory-accessory-tote-top","accessory","Core Tote Top Upload","Accessories","accessories","Top Upload","P3","submitted","local","shop.html#accessoires","Tote Bag | Organic Tote | Canvas Tote","Accessoire | Top Upload | Tote",""
"accessory-cap-top","accessory-accessory-cap-top","accessory","Snap Cap Top Upload","Accessories","accessories","Top Upload","P3","submitted","local","shop.html#accessoires","Snapback | Dad Cap | Retro Cap","Accessoire | Top Upload | Cap",""
"accessory-mug-top","accessory-accessory-mug-top","accessory","Core Mug Top Upload","Accessories","accessories","Top Upload","P3","submitted","local","shop.html#accessoires","Mug | Enamel Mug | Gift Set","Accessoire | Top Upload | Mug",""
"accessory-poster-neon-top","accessory-accessory-poster-neon-top","accessory","Neon Poster Top Upload","Accessories","accessories","Top Upload","P3","submitted","local","shop.html#accessoires","Poster | Art Print | Canvas Print","Accessoire | Top Upload | Poster",""
"accessory-phonecase-core-top","accessory-accessory-phonecase-core-top","accessory","Core Phone Case Top Upload","Accessories","accessories","Top Upload","P3","submitted","local","shop.html#accessoires","Phone Case | MagSafe Case | Gift Set","Accessoire | Top Upload | Phone Case",""
"accessory-sticker-core-top","sticker-accessory-sticker-core-top","sticker","Core Sticker Pack Top Upload","Accessories","accessories","Top Upload","P3","submitted","local","shop.html#accessoires","Sticker Pack | Mini Sticker Set | Promo Bundle","Accessoire | Top Upload | Sticker",""
"dr-tank-mainfloor-top","apparel-dr-tank-mainfloor-top","apparel","Mainfloor Tank Top Upload","Dr. Gray","men","Top Upload","P3","submitted","local","shop.html#herren-kollektion","Tank Top | Sleeveless | Festival Fit","Herren | Top Upload | Tank",""
"dr-shirt-controlgrid-upload","apparel-dr-shirt-controlgrid-upload","apparel","Control Grid Tee Upload","Dr. Gray","men","Uploadbereit","P1","submitted","local","shop.html#herren-kollektion","Unisex Tee | Heavy Tee | Premium Tee","Herren | Uploadbereit | Control",""
"mrs-dress-nightline-top","apparel-mrs-dress-nightline-top","apparel","Nightline Dress Top Upload","Mrs. Dr. Gray","women","Top Upload","P3","submitted","local","shop.html#damen-kollektion","Dress | Bodycon Dress | Club Dress","Damen | Top Upload | Dress",""
"mrs-crop-heartline-top","apparel-mrs-crop-heartline-top","apparel","Heartline Crop Top Upload","Mrs. Dr. Gray","women","Top Upload","P3","submitted","local","shop.html#damen-kollektion","Crop Top | Fitted Tee | Light Hoodie","Damen | Top Upload | Crop",""
"mrs-hoodie-signal-ready","apparel-mrs-hoodie-signal-ready","apparel","Signal Hoodie Upload","Mrs. Dr. Gray","women","Uploadbereit","P1","submitted","local","shop.html#damen-kollektion","Unisex Hoodie | Women Hoodie | Zip Hoodie","Damen | Uploadbereit | Hoodie",""
"couple-hoodie-symmetry-top","apparel-couple-hoodie-symmetry-top","apparel","Symmetry Hoodie Top Upload","Couple","couple","Top Upload","P3","submitted","local","shop.html#couple-edition","Couple Hoodie | Unisex Hoodie | Zip Hoodie","Couple | Top Upload | Symmetry",""
"couple-tee-rhythm-ready","apparel-couple-tee-rhythm-ready","apparel","One Rhythm Tee Upload","Couple","couple","Uploadbereit","P1","submitted","local","shop.html#couple-edition","Couple Tee | 2er Set | Premium Tee","Couple | Uploadbereit | Tee",""
"couple-longsleeve-vow","apparel-couple-longsleeve-vow","apparel","Beat Vow Longsleeve","Couple","couple","Geplant","P3","submitted","local","shop.html#couple-edition","Longsleeve | Heavy Longsleeve | Couple Set","Couple | Geplant | Longsleeve",""
"unisex-tee-cleanfront-top","apparel-unisex-tee-cleanfront-top","apparel","Clean Front Tee Top Upload","Unisex","unisex","Top Upload","P3","submitted","local","shop.html#unisex-drop","Unisex Tee | Premium Tee | Heavy Tee","Unisex | Top Upload | Front Clean",""
"unisex-hoodie-backprint-ready","print-unisex-hoodie-backprint-ready","print","Backprint Choice Hoodie","Unisex","unisex","Uploadbereit","P1","submitted","local","shop.html#unisex-drop","Unisex Hoodie | Zip Hoodie | Sweatshirt","Unisex | Uploadbereit | Backprint",""
"unisex-sweat-core-upload","apparel-unisex-sweat-core-upload","apparel","Core Sweat Upload","Unisex","unisex","Uploadbereit","P1","submitted","local","shop.html#unisex-drop","Sweatshirt | Crewneck | Heavy Sweat","Unisex | Uploadbereit | Core",""
"accessory-beanie-nightcore-top","accessory-accessory-beanie-nightcore-top","accessory","Nightcore Beanie Top Upload","Accessories","accessories","Top Upload","P3","submitted","local","shop.html#accessoires","Beanie | Rib Beanie | Winter Set","Accessoire | Top Upload | Beanie",""
"accessory-bottle-raveflow-ready","bundle-accessory-bottle-raveflow-ready","bundle","Raveflow Bottle Upload","Accessories","accessories","Uploadbereit","P1","submitted","local","shop.html#accessoires","Bottle | Thermo Bottle | Gift Bundle","Accessoire | Uploadbereit | Bottle",""
"accessory-keyring-duallogo","bundle-accessory-keyring-duallogo","bundle","Dual Logo Keyring","Accessories","accessories","Geplant","P3","submitted","local","shop.html#accessoires","Keyring | Metal Keychain | Mini Bundle","Accessoire | Geplant | Keyring",""
"special-fan-card-limited","bundle-special-fan-card-limited","bundle","Founders Fan Card","Special Merch","special","Special Drop","P3","submitted","local","kontakt.html","Fan Card | Collector Set | Limited Bundle","Special | Collector | Limited",""
"special-lanyard-clubpass","bundle-special-lanyard-clubpass","bundle","Clubpass Lanyard","Special Merch","special","Konzept","P3","submitted","local","kontakt.html","Lanyard | Passholder | Event Bundle","Special | Event | Limited",""
"dr-overshirt-nightline-top","apparel-dr-overshirt-nightline-top","apparel","Nightline Overshirt Top Upload","Dr. Gray","men","Top Upload","P3","submitted","local","shop.html#herren-kollektion","Overshirt | Light Jacket | Shirt Jacket","Herren | Top Upload | Layer",""
"dr-tee-druckpunkt-upload","print-dr-tee-druckpunkt-upload","print","Druckpunkt Tee Upload","Dr. Gray","men","Uploadbereit","P1","submitted","local","shop.html#herren-kollektion","Classic Tee | Heavy Tee | Premium Tee","Herren | Uploadbereit | Frontprint",""
"mrs-polo-signature-top","apparel-mrs-polo-signature-top","apparel","Signature Polo Top Upload","Mrs. Dr. Gray","women","Top Upload","P3","submitted","local","shop.html#damen-kollektion","Women Polo | Premium Polo | Longsleeve Polo","Damen | Top Upload | Polo",""
"mrs-longsleeve-louder-upload","apparel-mrs-longsleeve-louder-upload","apparel","Liebe Lauter Longsleeve Upload","Mrs. Dr. Gray","women","Uploadbereit","P1","submitted","local","shop.html#damen-kollektion","Longsleeve | Heavy Longsleeve | Fitted Tee","Damen | Uploadbereit | Longsleeve",""
"couple-tee-vow-top","apparel-couple-tee-vow-top","apparel","Vow Tee Top Upload","Couple","couple","Top Upload","P3","submitted","local","shop.html#couple-edition","Couple Tee | 2er Set | Premium Tee","Couple | Top Upload | Symmetry",""
"couple-hoodie-rhythm-upload","apparel-couple-hoodie-rhythm-upload","apparel","Rhythm Hoodie Upload","Couple","couple","Uploadbereit","P1","submitted","local","shop.html#couple-edition","Couple Hoodie | Unisex Hoodie | Zip Hoodie","Couple | Uploadbereit | Hoodie",""
"unisex-polo-core-top","apparel-unisex-polo-core-top","apparel","Core Polo Top Upload","Unisex","unisex","Top Upload","P3","submitted","local","shop.html#unisex-drop","Unisex Polo | Premium Polo | Smart Tee","Unisex | Top Upload | Polo",""
"unisex-longsleeve-clean-upload","print-unisex-longsleeve-clean-upload","print","Clean Longsleeve Upload","Unisex","unisex","Uploadbereit","P1","submitted","local","shop.html#unisex-drop","Longsleeve | Heavy Longsleeve | Layer Tee","Unisex | Uploadbereit | Backprint",""
"accessory-gymbag-core-top","accessory-accessory-gymbag-core-top","accessory","Core Gymbag Top Upload","Accessories","accessories","Top Upload","P3","submitted","local","shop.html#accessoires","Gymbag | Drawstring Bag | Daily Bag","Accessoire | Top Upload | Bag",""
"accessory-cushion-couple-upload","bundle-accessory-cushion-couple-upload","bundle","Couple Cushion Upload","Accessories","accessories","Uploadbereit","P1","submitted","local","shop.html#accessoires","Cushion | Pillow Cover | Gift Bundle","Accessoire | Uploadbereit | Home",""
"accessory-notebook-nightline","bundle-accessory-notebook-nightline","bundle","Nightline Notebook","Accessories","accessories","Geplant","P3","submitted","local","shop.html#accessoires","Notebook | Hardcover Journal | Bundle","Accessoire | Geplant | Notebook",""
"special-vip-pass-card","bundle-special-vip-pass-card","bundle","VIP Pass Card Set","Special Merch","special","Special Drop","P3","submitted","local","kontakt.html","VIP Card | Collector Set | Event Bundle","Special | Event | Limited",""
"special-metal-pin-duo","apparel-special-metal-pin-duo","apparel","Duo Metal Pin Limited","Special Merch","special","Konzept","P3","submitted","local","kontakt.html","Metal Pin | Collector Pack | Limited Drop","Special | Collector | Limited",""
"special-lighter-afterhour","bundle-special-lighter-afterhour","bundle","Afterhour Feuerzeug","Special Merch","special","Special Drop","P3","submitted","local","kontakt.html","Feuerzeug | Event Bundle | Giveaway","Special | Offline | Limited",""
"special-sunglasses-night","accessory-special-sunglasses-night","accessory","Nightdrive Sunglasses","Special Merch","special","Konzept","P3","submitted","local","kontakt.html","Sonnenbrille | Hardcase | Limited Drop","Special | Festival | Limited",""
"special-vinyl-slipmat","bundle-special-vinyl-slipmat","bundle","Dual Logo Slipmat Set","Special Merch","special","Konzept","P3","submitted","local","kontakt.html","Slipmat Pair | Booth Bundle | Collector Drop","Special | DJ Gear | Limited",""
"special-vinyl-bag","bundle-special-vinyl-bag","bundle","Nightdrive Vinyl Bag","Special Merch","special","Special Drop","P3","submitted","local","kontakt.html","Vinyl Bag | Record Carry Case | Limited Bundle","Special | Vinyl | Clubtool",""
"special-event-passband","bundle-special-event-passband","bundle","Event Passband Set","Special Merch","special","Special Drop","P3","submitted","local","kontakt.html","Wristband Set | Event Pass | Limited Bundle","Special | Event | Limited",""
"special-backstage-tag","bundle-special-backstage-tag","bundle","Backstage Metal Tag","Special Merch","special","Konzept","P3","submitted","local","kontakt.html","Metal Tag | Collector Card | VIP Bundle","Special | Collector | Limited",""
